Text,image_url,image_data,category
This is the last piece of my ex that I have it’s so cozy but it does reminds me of my ex and I know my current man hates when I wear it. We ended on good terms but it’s time to completely let go! Thank you for the push :),https://media.rtm.com/thegreatexchange/large/fc879ae6-a8b8-44e6-b7db-396b18097145.jpeg,https://media.rtm.com/thegreatexchange/large/fc879ae6-a8b8-44e6-b7db-396b18097145.jpeg,CLOTHING
My ex broke up with me 2 days before Valentine’s Day I begged him to take me back and he did. He gave me this candle lantern for Valentine’s Day that year. In the past he had given me really heartfelt thoughtful gifts and I could tell this lantern came from the dollar section at target- clearly a gift out of obligation. Needless to say we broke up for good a month later. Ready for it to be gone!,https://media.rtm.com/thegreatexchange/large/25f19684-b0dd-44d8-b5e8-573036af115c.jpeg,https://media.rtm.com/thegreatexchange/large/25f19684-b0dd-44d8-b5e8-573036af115c.jpeg,VALENTINE
This nerf gun was one of MANY that my ex had. I hated that he had so many nerf guns. I thought that's what 12yr old boys are into? Anyways  I'm not sure why I still have it but it's time to get rid of this last momento!,https://media.rtm.com/thegreatexchange/large/ae62471c-f30c-473b-9982-166bbeb0e396.jpeg,https://media.rtm.com/thegreatexchange/large/ae62471c-f30c-473b-9982-166bbeb0e396.jpeg,CLOTHING
I was given the book as a dig that 'I needed to grow up'. I'm reality she would talk about me behind my back and couldn't have an adult conversation. Sounds like she was telling herself to grow up. The shirt is from a trip she went on and brought that back for me. I'm hoping to trade both of these in for something much more useful and be rid of stuff from my ex.,https://media.rtm.com/thegreatexchange/large/94e1eb17-0abf-4b9a-8d95-69eee95c1db0.jpeg,https://media.rtm.com/thegreatexchange/large/94e1eb17-0abf-4b9a-8d95-69eee95c1db0.jpeg,TRIP
I love candles and used to be obsessed with this specific scent which was gifted to me by he who must not be named. Now I can’t bear to have it around and the scent is totally ruined for me. I don’t think I’ll ever be able to use it again… goodbye lovely candle! ,https://media.rtm.com/thegreatexchange/large/b206f39d-0df9-4d66-917b-dcd9242fc841.jpeg,https://media.rtm.com/thegreatexchange/large/b206f39d-0df9-4d66-917b-dcd9242fc841.jpeg,GIFT
Ugh my ex got me this crystal salt lamp and we broke up years ago. I love it and it’s beautiful but I don’t want to see it everyday!! Time to let it go ❤️‍🩹,https://media.rtm.com/thegreatexchange/large/7a25d424-f731-41ff-bd11-baf66635c60d.jpeg,https://media.rtm.com/thegreatexchange/large/7a25d424-f731-41ff-bd11-baf66635c60d.jpeg,ITEM
This pair of sunglasses are from a trip to another state we took together a week before an ex blindsided me and broke up with me who turned out to be really toxic. He bought these for me on the trip and they had an inside joke. I kept them as a reframe to see the rose colored side of things ending with him.. but they are just annoying to have as a reminder! Time to let them GO the way I did him. ,https://media.rtm.com/thegreatexchange/large/68204853-8a03-4cb4-91d1-e6d9dc160644.jpeg,https://media.rtm.com/thegreatexchange/large/68204853-8a03-4cb4-91d1-e6d9dc160644.jpeg,TRIP
This is an 8ft upside down Ice cream cone my ex left it and now my granddaughter loves it lol it’s a win win for her ,https://media.rtm.com/thegreatexchange/large/1436764e-116e-4c33-b30a-0e04e3902e0e.jpeg,https://media.rtm.com/thegreatexchange/large/1436764e-116e-4c33-b30a-0e04e3902e0e.jpeg,OTHER
You know what says romance love and devotion? An Apple Watch apparently. At least that’s what my ex believed. He was so out of touch with what I possibly might enjoy that he just went through all of the Apple products he could - watch AirPods iPad for gifts. That is until we broke up. Ready to eXchange this as I bought my own watch - that I actually like. ,https://media.rtm.com/thegreatexchange/large/ebb8781b-7915-471b-b956-ba42c49a7a7c.jpeg,https://media.rtm.com/thegreatexchange/large/ebb8781b-7915-471b-b956-ba42c49a7a7c.jpeg,CLOTHING
Ex gifted me a travel pillow with a fun dinosaur-themed case - I’m a dinosaur nerd so it was a perfect choice!,https://media.rtm.com/thegreatexchange/large/d9fa0204-5ae2-451d-8e13-1019662c210d.jpeg,https://media.rtm.com/thegreatexchange/large/d9fa0204-5ae2-451d-8e13-1019662c210d.jpeg,GIFT
We used to go on double dates with another couple we broke up they broke up. My ex & her got together a few weeks later and 10 months after our breakup I received a call from him inviting me to his wedding to which his fiancé knew nothing about. 5 years later he found out we worked for the same company & he came into my office everyday until my boss kicked him out. Eeeek!,https://media.rtm.com/thegreatexchange/large/842d5963-159c-4ea9-9aee-bb4f51612c20.jpeg,https://media.rtm.com/thegreatexchange/large/842d5963-159c-4ea9-9aee-bb4f51612c20.jpeg,ITEM
The man gave me a bottle with vodka and vanilla pods and told me to wait a year to open it. It’s supposed to make vanilla extract and was a metaphor for our love. Now that we’re over I’m still left with a bottle of sweetness. Never hold on to the negative stuff that doesn’t serve you. ;) ,https://media.rtm.com/thegreatexchange/large/f15df7ef-a840-4ba6-809c-05081517e7cb.jpeg,https://media.rtm.com/thegreatexchange/large/f15df7ef-a840-4ba6-809c-05081517e7cb.jpeg,CLOTHING
This necklace from my ex was one of my favorite gifts. We have been broken up for years now (after he cheated on me with his coworker) but I had the hardest time letting it go.. I mean look how sparkly it is! But it’s time to let go of the past and all that glitters with it because I don’t want any reminder of that jerk in my future. ,https://media.rtm.com/thegreatexchange/large/94e03778-a448-4a9c-aa26-457cf33417b2.jpeg,https://media.rtm.com/thegreatexchange/large/94e03778-a448-4a9c-aa26-457cf33417b2.jpeg,CHEATED
My ex and I used to vacation in Florida every year and somehow we ended up each buying the exact same mugs. I hadn't noticed that before. When we split up I ended up with both of them since I packed what I thought was only one. Oops!,https://media.rtm.com/thegreatexchange/large/647decfc-35b8-47c7-aa5b-1043618f02e6.jpeg,https://media.rtm.com/thegreatexchange/large/647decfc-35b8-47c7-aa5b-1043618f02e6.jpeg,CLOTHING
In hindsight this gift is a little creepy :),https://media.rtm.com/thegreatexchange/large/d93b9608-117c-43fc-8c16-160d22426401.jpeg,https://media.rtm.com/thegreatexchange/large/d93b9608-117c-43fc-8c16-160d22426401.jpeg,GIFT
My ex and I saw these cute coffee cups at a brunch spot we went to and he ordered me a pair. Very hard to let go of them considering they’re my favorite cups now. ,https://media.rtm.com/thegreatexchange/large/c6277288-6cc9-4526-ae81-3372b6a3cd22.jpeg,https://media.rtm.com/thegreatexchange/large/c6277288-6cc9-4526-ae81-3372b6a3cd22.jpeg,JEWELARY
I got this gift from an ex-bf after he visited Disney land..without me all while being adults. He somehow couldn’t think of a more thoughtful or useful gift instead of a Simba pillow for vday -_-,https://media.rtm.com/thegreatexchange/large/070045e8-f39c-4f68-9756-3a369c7d21d9.jpeg,https://media.rtm.com/thegreatexchange/large/070045e8-f39c-4f68-9756-3a369c7d21d9.jpeg,GIFT
I’m tossing all the old cards and notes from exes!! Feels good. ,https://media.rtm.com/thegreatexchange/large/933a73b6-58af-4dc3-998a-552404a9222c.jpeg,https://media.rtm.com/thegreatexchange/large/933a73b6-58af-4dc3-998a-552404a9222c.jpeg,OTHER
He bought me this guy 2 years ago i’d take Axo that’s the stuffed animals name with me on every trip and send my ex a picture of Axo at every location spot. I’ve slept with him every night since and he was always something i look at and be happy. but my ex broke up with me 7 days ago because he’d be happier without me after 4 years. so now i’m left with all of these memories and no person :( ,https://media.rtm.com/thegreatexchange/large/8b78eb9e-7645-40ba-92c7-6d94776c8e14.jpeg,https://media.rtm.com/thegreatexchange/large/8b78eb9e-7645-40ba-92c7-6d94776c8e14.jpeg,TRIP
Yeah sadly he utilized the tanning feature on his Planet Fitness Black Card membership. One night he left these in my car after the gym and now they are the best source of laughter when I think about that big mistake. ,https://media.rtm.com/thegreatexchange/large/65542881-4caf-4a58-834a-ad919865077d.jpeg,https://media.rtm.com/thegreatexchange/large/65542881-4caf-4a58-834a-ad919865077d.jpeg,CLOTHING
When I first started dating my ex it was warm snuggly and comforting. But enough about the sweatshirt... The great irony here is that some otters mate for life and some stories are magical - just not ours!,https://media.rtm.com/thegreatexchange/large/56b16256-5cfe-4aa7-8f53-e1a318a97b86.jpeg,https://media.rtm.com/thegreatexchange/large/56b16256-5cfe-4aa7-8f53-e1a318a97b86.jpeg,CLOTHING
I was with a man 21 years older than me I cheated on myself for a long time I talked about him because I thought that one day he would change but this never happened I thought I loved him but after a lot of psychological therapy I understand that it was just attachment lack of self-esteem and shortcomings that should heal  This shirt was his favorite I kept it as a souvenir because despite my shortcomings pain and confusion I felt that I loved him.  It's been a year since we've been here and seeing her reminds me again of what I still have to heal. It would be incredible to be able to get rid of this shirt and that those painful memories that I no longer want to remember go away with it.,https://media.rtm.com/thegreatexchange/large/c66a64eb-cc82-4461-8759-61aec746469c.jpeg,https://media.rtm.com/thegreatexchange/large/c66a64eb-cc82-4461-8759-61aec746469c.jpeg,CHEATED
I received beautiful earrings for Christmas from an ex YEARS ago. Here’s the thing I lost one and we broke up so long ago. Why do I still have the other?! This gave me a good reason to purge it. Thanks! ,https://media.rtm.com/thegreatexchange/large/bd1ae12f-bf92-4be5-bac4-c39a010432ce.jpeg,https://media.rtm.com/thegreatexchange/large/bd1ae12f-bf92-4be5-bac4-c39a010432ce.jpeg,CHRISTMAS
Girl do not even get me started on this man lol. We dated my junior year of college and he cheated on me one week after our one year AFTER I took his ass to New York. And to top it all off she was a random from tinder. I obviously broke up with him and THEN he married the next girl and cheated on her too. So this is his Apple TV it is canceled he is canceled and I just ordered a fire stick lo,https://media.rtm.com/thegreatexchange/large/57de0563-cabb-432f-9554-2abb86e5782b.jpeg,https://media.rtm.com/thegreatexchange/large/57de0563-cabb-432f-9554-2abb86e5782b.jpeg,CHEATED
I’m  36 years old holding on to a book I made of my first love and I when we were together. 40 pages with letters he wrote me dead flowers poems  movie tickets you name it I kept it. My biggest heart break I haven’t been able to let it go with hopes oneday if my daughter gets her heart broken I can show her I been there and I met your amazing father years later never give up on love. ,https://media.rtm.com/thegreatexchange/large/81b83883-b017-43e8-b149-410b2c1d9e60.jpeg,https://media.rtm.com/thegreatexchange/large/81b83883-b017-43e8-b149-410b2c1d9e60.jpeg,GIFT
"His sister helped him pick this out for  me after he stood me up on Valentine's day. He filled it with Reese's (which I hadn't eaten in months since he's deathly allergic to peanuts) and little notes that should've been sweet but just came off super cringe (""I like what you do for me"" ""I like how you look at me"" ""girl you can dance""  ""when you found me pants that fit"" ""bringing me food"" etc",https://media.rtm.com/thegreatexchange/large/fc2d1ace-82dd-405a-b018-d81d86187c14.jpeg,https://media.rtm.com/thegreatexchange/large/fc2d1ace-82dd-405a-b018-d81d86187c14.jpeg,VALENTINE
This is the gift I received when I told my ex I thought I’d benefit from some additional exercise. Instead of saying “You look great” I came home to this! ,https://media.rtm.com/thegreatexchange/large/e6ee1a06-bb03-47b3-8021-9cde7f0379b0.jpeg,https://media.rtm.com/thegreatexchange/large/e6ee1a06-bb03-47b3-8021-9cde7f0379b0.jpeg,GIFT
My ex bought me these earrings for Valentine’s Day one year. They were ugly then and they’re even uglier now - it’s time to finally let go!,https://media.rtm.com/thegreatexchange/large/fd01c9d0-b89a-4571-9b4f-0cf061127301.jpeg,https://media.rtm.com/thegreatexchange/large/fd01c9d0-b89a-4571-9b4f-0cf061127301.jpeg,VALENTINE
"""He"" loved his Eeyore alarm clock. Loved it more than me. He was into cartoons and made it seem magical that he loved all the characters of this beloved children's series.  I have the alarm clock now.  It's mine. Tic tock!",https://media.rtm.com/thegreatexchange/large/4396dc64-98fc-4b7a-ba07-4d61d44c3183.jpeg,https://media.rtm.com/thegreatexchange/large/4396dc64-98fc-4b7a-ba07-4d61d44c3183.jpeg,CLOTHING
My ex gave me these cheese knives because he knows I love making cheese boards. They have made many amazing cheese plates BUT remind me of my “cheesy” ex (pun intended). Time to go! ,https://media.rtm.com/thegreatexchange/large/f267c769-0428-48ec-9544-1f9972805641.jpeg,https://media.rtm.com/thegreatexchange/large/f267c769-0428-48ec-9544-1f9972805641.jpeg,ITEM
Okay so apparently I’m in the percentage of humans who still have a few ex gifts. Why throw away a perfectly good expensive laptop bag. It’s been with me since 2004! It was a present for the start of my late start undergraduate degree. Ironically we broke up right before I graduated. This backpack went on with me for my Master’s! It’s protected 3 laptops and traveled abroad.A prize and it’s yours,https://media.rtm.com/thegreatexchange/large/5a5e16e5-c30f-46e7-b969-ce4d7d521fbc.jpeg,https://media.rtm.com/thegreatexchange/large/5a5e16e5-c30f-46e7-b969-ce4d7d521fbc.jpeg,GIFT
my ex from Princeton gave me this sweater and although I think its cute I'm officially getting rid of it to rid of our unhealthy relationship we had! ,https://media.rtm.com/thegreatexchange/large/0671180b-f05d-4e2e-a27d-eab1445adf81.jpeg,https://media.rtm.com/thegreatexchange/large/0671180b-f05d-4e2e-a27d-eab1445adf81.jpeg,CLOTHING
All I ever wanted was the Tiffany’s diamond by the yard necklace. I had endlessly dropped hints to my ex but he couldn’t bring himself to buy Tiffany’s so I got a very nice knockoff for Xmas instead. Two days after he dumped me the necklace broke totally in half like my heart lol. I got it fixed because it was nice and if I was sad at least I had a nice piece of jewelry!,https://media.rtm.com/thegreatexchange/large/bd158eb0-9a11-431c-80f9-b7787514acf8.jpeg,https://media.rtm.com/thegreatexchange/large/bd158eb0-9a11-431c-80f9-b7787514acf8.jpeg,JEWELARY
So at the time my bf and I wanted to get a tattoo kit but I couldn't afford it so he went ahead and got one so I could start practicing to give him tattoos. Needless to say the kit is mine now and he only has one tattoo and I have like 30 lol. We ended the relationship 3 years in and I still have it to this day but also have a whole new set.,https://media.rtm.com/thegreatexchange/large/f83b57fc-48d2-4aaf-9953-0f6ffefc7c46.jpeg,https://media.rtm.com/thegreatexchange/large/f83b57fc-48d2-4aaf-9953-0f6ffefc7c46.jpeg,TATTOO KIT
She got me a Kirby to commemorate our love after we got the new Kirby game together. It was sweet and I'm a sentimental man so I kept it.,https://media.rtm.com/thegreatexchange/large/15ab545b-9109-40af-8e7e-3a70143e9c02.jpeg,https://media.rtm.com/thegreatexchange/large/15ab545b-9109-40af-8e7e-3a70143e9c02.jpeg,SPORTS
These earrings were a gift from an ex boyfriend but now I am married and these earrings got to go! ,https://media.rtm.com/thegreatexchange/large/27ae5cf5-40c4-4cff-8383-43af4460326d.jpeg,https://media.rtm.com/thegreatexchange/large/27ae5cf5-40c4-4cff-8383-43af4460326d.jpeg,JEWELARY
I owned a pizzeria for 14 years in CO.  My cheating ex was 43 and she was 18. Even worse? One of my employees! I ran away like Tina Turner with nothing but my name and left her with my discarded dumpster fire. I now eat at Michelin Starred restaurants travel the world and I never looked back! The one thing that always makes me feel better? The logo he wears to this day is the scarlet letter! -A-,https://media.rtm.com/thegreatexchange/large/00ae1d13-9c75-4ef5-96e2-01479d52cd00.jpeg,https://media.rtm.com/thegreatexchange/large/00ae1d13-9c75-4ef5-96e2-01479d52cd00.jpeg,CHEATED
This obnoxious sun hat that says “cacti one on”. Doesn’t even make sense. Just like our time together 😂,https://media.rtm.com/thegreatexchange/large/92b8fafe-2116-401d-b150-8224874de117.jpeg,https://media.rtm.com/thegreatexchange/large/92b8fafe-2116-401d-b150-8224874de117.jpeg,CLOTHING
This is my ex’s sweatshirt. Still have it…since 2018!,https://media.rtm.com/thegreatexchange/large/7e9a5114-e2c3-4a0f-a61d-609603ad46df.jpeg,https://media.rtm.com/thegreatexchange/large/7e9a5114-e2c3-4a0f-a61d-609603ad46df.jpeg,CLOTHING
I’m getting rid of this scent. My ex left it at my house and I would put it on all the time when I missed them. Reclaiming my space and starting fresh!,https://media.rtm.com/thegreatexchange/large/4b24be9f-c19d-4cff-831e-8416ff143341.jpeg,https://media.rtm.com/thegreatexchange/large/4b24be9f-c19d-4cff-831e-8416ff143341.jpeg,GIFT
I was getting stuff together for goodwill today when I saw this post. This moose immediately came to mind. Got it during a trip to Alaska with my ex. He’s just so cute I never got rid of him (the moose not the ex haha). But today is the day! Dropped him in the donate bag and dropped it off to goodwill. Now someone else can make happy memories with it! ,https://media.rtm.com/thegreatexchange/large/f77a49e3-1709-41a6-b5cf-367f99e1a3e6.jpeg,https://media.rtm.com/thegreatexchange/large/f77a49e3-1709-41a6-b5cf-367f99e1a3e6.jpeg,TRIP
Last time we were together is was so hot he left it here never seen him again ,https://media.rtm.com/thegreatexchange/large/c5b820b3-70a7-467d-981c-9437bc49c0d0.jpeg,https://media.rtm.com/thegreatexchange/large/c5b820b3-70a7-467d-981c-9437bc49c0d0.jpeg,OTHER
my ex gave me his new favorite pair of sweatpants for my birthday since he knew how much i loved his clothes. he said he wants them back at some point in the future and he’s just letting me borrow them for right now. so weird but they’re comfy! ,https://media.rtm.com/thegreatexchange/large/d77821d7-475f-4bcf-95b0-ab211ef40950.jpeg,https://media.rtm.com/thegreatexchange/large/d77821d7-475f-4bcf-95b0-ab211ef40950.jpeg,BIRTHDAY
Pusheen is cute! The relationship was not. Been meaning to give this away forever! Sorry lil guy. Time to find a new home. ☺️,https://media.rtm.com/thegreatexchange/large/ae279c51-2028-4843-bc53-595b902c3b33.jpeg,https://media.rtm.com/thegreatexchange/large/ae279c51-2028-4843-bc53-595b902c3b33.jpeg,OTHER
Ex was super into crystals and had me keep these by my bed even thought I had no idea what they were supposed to help with!,https://media.rtm.com/thegreatexchange/large/9edbb62f-2b90-4ae9-a5fd-0b78ee53e563.jpeg,https://media.rtm.com/thegreatexchange/large/9edbb62f-2b90-4ae9-a5fd-0b78ee53e563.jpeg,CLOTHING
These shoes were a gift during a negative time in a relationship where cheating was occurring. Time to let it go!,https://media.rtm.com/thegreatexchange/large/aeb771ea-5c22-4e2e-9f4a-11429beb16a8.jpeg,https://media.rtm.com/thegreatexchange/large/aeb771ea-5c22-4e2e-9f4a-11429beb16a8.jpeg,CHEATED
He bought me this dress along with some flowers and gas station snacks because we were supposed to go on a cruise. I was so excited only to then catch him cheating. Unfortunately I still have the dress and thankfully dumped the ex! It hurts but was better to know.,https://media.rtm.com/thegreatexchange/large/3c1ef8e5-1b89-415e-8c72-0fbd2c02f017.jpeg,https://media.rtm.com/thegreatexchange/large/3c1ef8e5-1b89-415e-8c72-0fbd2c02f017.jpeg,CHEATED
I dated a man for 8 (ish) months.  Even though I saw the red flags I continued. It ended badly with lies and deceit. I kicked him out of my house. After he left I thought he had everything with him but I found a few items. I threw everything away but this cup… now I hate the Eagles because he was so obsessed. I don’t even know if I am going to be able to watch the Super Bowl this year. ,https://media.rtm.com/thegreatexchange/large/9b36f137-2c8f-4cb8-90fa-0c9980ec8633.jpeg,https://media.rtm.com/thegreatexchange/large/9b36f137-2c8f-4cb8-90fa-0c9980ec8633.jpeg,CLOTHING
This is a watch I gave an ex. When we broke up she sent everything I ever gave her back. Going through that box was a lot emotionally. The majority I was able to donate but I’ve never figured out what to do about this watch. The tricky thing is it’s engraved. (“dearest E / You are my sun. / Love M”). Trying to figure out how to let it go has always been paralyzing. I hope it can find a home.,https://media.rtm.com/thegreatexchange/large/f80b9250-7dcf-4287-a04f-155881625b84.jpeg,https://media.rtm.com/thegreatexchange/large/f80b9250-7dcf-4287-a04f-155881625b84.jpeg,CLOTHING
These were good socks she gave me. They were supposed to last a long time. I thought we would last a long time too. But alas both wore thin.,https://media.rtm.com/thegreatexchange/large/2267b301-50ee-43f8-93ec-50e4b2297082.jpeg,https://media.rtm.com/thegreatexchange/large/2267b301-50ee-43f8-93ec-50e4b2297082.jpeg,CLOTHING
I have a pair of 15 lb weights that my ex gave me because I was getting into a workout routine and he had recently injured himself so he wasn’t able to use them. I was going to purchase dumbbells for myself but they are expensive and he said he didn’t use them so I never gave them back 🤷🏻‍♀️,https://media.rtm.com/thegreatexchange/large/11168dfe-f5d4-4a93-a4b4-6a5192e2881e.jpeg,https://media.rtm.com/thegreatexchange/large/11168dfe-f5d4-4a93-a4b4-6a5192e2881e.jpeg,CLOTHING
My ex gave me this stuffed dog because we used to tag each other in dog memes all the time and talked about getting a dog one day. Now we're split and my new girlfriend has a (real) cute dog of her own that I get to play with! No need for Mr. Beefy anymore 🐕,https://media.rtm.com/thegreatexchange/large/7976a7c5-b9db-4d50-82e9-8c81451ac8be.jpeg,https://media.rtm.com/thegreatexchange/large/7976a7c5-b9db-4d50-82e9-8c81451ac8be.jpeg,ANIMAL
Holding on to some old  valentines gifts because of our cute nicknames but I’m happy to donate and never look back!,https://media.rtm.com/thegreatexchange/large/3b7a3ccf-91a6-436d-ad41-5ab57ee44a0f.jpeg,https://media.rtm.com/thegreatexchange/large/3b7a3ccf-91a6-436d-ad41-5ab57ee44a0f.jpeg,VALENTINE
My ex thought that kitchen towels would be a good gift for Valentine’s Day. My current boyfriend bought me some to be funny. So here we are with towels and a random Pickle Rick. ,https://media.rtm.com/thegreatexchange/large/3f8563ab-f738-48ce-bbf9-a2ae30c7dd53.jpeg,https://media.rtm.com/thegreatexchange/large/3f8563ab-f738-48ce-bbf9-a2ae30c7dd53.jpeg,VALENTINE
Oh Boy! I was given this necklace as he thought I loved gold and told me it was real gold. Even though I could tell it wasnt I wanted to be nice. I like Silver by the way. Needless to say we broke up a few weeks later but not due to the necklace. I just don’t think he truly cares enough to know me better. ,https://media.rtm.com/thegreatexchange/large/a7a40b83-dd3b-4307-84a0-5577221982d9.jpeg,https://media.rtm.com/thegreatexchange/large/a7a40b83-dd3b-4307-84a0-5577221982d9.jpeg,JEWELARY
An ex sent this to me by mail a year after our break up. The card essentially said he loved me without saying he loved me but didn't include his name. I had to email the company to get the sender's name. The company then had to notify him that they told me it was him who had sent it which in turn required me to talk to him about it. ,https://media.rtm.com/thegreatexchange/large/3a07455f-5986-4724-8b3e-2389af39b867.jpeg,https://media.rtm.com/thegreatexchange/large/3a07455f-5986-4724-8b3e-2389af39b867.jpeg,CLOTHING
My ex had a collection of magnets on his fridge. He didn’t like hand washing dishes & gifted me this to quickly tell if the dishwasher was ready to load when cooking together… the magnet stuck but the relationship didn’t! ,https://media.rtm.com/thegreatexchange/large/ba1169b8-238c-4b1c-a5c4-238a7f020f00.jpeg,https://media.rtm.com/thegreatexchange/large/ba1169b8-238c-4b1c-a5c4-238a7f020f00.jpeg,GIFT
I had a guy win two bunnies at a pub grab machine (with quarters that I supplied & I think being the girl who comes to the bar with a bag of quarters made him fall) and now bunny lives on my shelf. Every time I look at it I think about the fact we have matching bunnies but I’d feel bad tossing the bun so I’d love to exchange him. ,https://media.rtm.com/thegreatexchange/large/5503486b-c589-4552-bac5-2cdb5ff62726.jpeg,https://media.rtm.com/thegreatexchange/large/5503486b-c589-4552-bac5-2cdb5ff62726.jpeg,CLOTHING
"Eight years into a relationship my Ex told me I was going to be excited for my Valentine’s Day present. Could he finally be popping the question?! 

 That Ex has been taken out with the other trash because while they both majorly suck at least the Vacuum helps with the housework! ",https://media.rtm.com/thegreatexchange/large/7817aeea-eed4-44f2-b89c-f3f417f6f783.jpeg,https://media.rtm.com/thegreatexchange/large/7817aeea-eed4-44f2-b89c-f3f417f6f783.jpeg,VALENTINE
My ex gave these to me a couple weeks before he dumped me and moved back to France 🇫🇷 I’m ready to move on!,https://media.rtm.com/thegreatexchange/large/fd8a6c34-7b6b-470a-bb6f-f27ed72d9660.jpeg,https://media.rtm.com/thegreatexchange/large/fd8a6c34-7b6b-470a-bb6f-f27ed72d9660.jpeg,OTHER
When I left to study abroad he promised to write me everyday. I hoped he would write me at least once a week-- I thought letters were romantic. He never wrote me (including on our anniversary) but he got me these manatees on his family vacation that summer. When I got back he gave me them and a collection of letters he never mailed. They're cute but I wish he wrote me!,https://media.rtm.com/thegreatexchange/large/f5a4709b-1ced-4c98-b3f4-35bcb6cbc089.jpeg,https://media.rtm.com/thegreatexchange/large/f5a4709b-1ced-4c98-b3f4-35bcb6cbc089.jpeg,ANNIVERSARY
My ex never let me borrow or take any of his clothes. He has a shirt just like this that I would always say how much I liked and I'd joke about stealing it from him. Instead he bought me one just like it but he never wanted to wear it at the same time to match he just didn't want me to take his. I still have it because it looks good on me (better than on him I think haha).,https://media.rtm.com/thegreatexchange/large/622e66b9-ac15-47fd-8749-12a9d74ac285.jpeg,https://media.rtm.com/thegreatexchange/large/622e66b9-ac15-47fd-8749-12a9d74ac285.jpeg,CLOTHING
This gift is a promise ring from my first boyfriend obviously that lasted well😂we were both early in high school and of course it’s what every girl wants. Commitment I have held on to it as a keepsake plus it makes me laugh. ,https://media.rtm.com/thegreatexchange/large/01f0a641-a4ff-4367-9d95-f4407e4b79b0.jpeg,https://media.rtm.com/thegreatexchange/large/01f0a641-a4ff-4367-9d95-f4407e4b79b0.jpeg,JEWELARY
My ex bought me this to wear in one of my ear piercings. He knew I was obsessed with the shop that makes this piece and it was a very thoughtful gift but he bought it in rose gold and I only wear silver and white gold so I never wore it! ,https://media.rtm.com/thegreatexchange/large/81169a44-cf03-4491-b9c3-3e418334b955.jpeg,https://media.rtm.com/thegreatexchange/large/81169a44-cf03-4491-b9c3-3e418334b955.jpeg,CLOTHING
What is this you might ask? Its a beheaded santa mug. Why was it a gift you ask? I don’t know. A common theme was him assuming things & not knowing me well— Well if he had asked he would have found out I hate Christmas aesthetics. Christmas is great the visuals of anything Christmas-y for me is mental nails on a chalkboard. I cant hide this mug anymore. It’s unused & from a popular tiki site. ,https://media.rtm.com/thegreatexchange/large/8c7e53ff-89a8-4acf-856c-2ba6c7833914.jpeg,https://media.rtm.com/thegreatexchange/large/8c7e53ff-89a8-4acf-856c-2ba6c7833914.jpeg,CHRISTMAS
A squishmallow he bought w Valentine’s Day roses to ask me out. Didn’t end up well but how could I unlove an innocent squish even if we were in a crappy relationship for a year. My baby,https://media.rtm.com/thegreatexchange/large/72409b2f-9a46-4252-b387-fd6c14bd8529.jpeg,https://media.rtm.com/thegreatexchange/large/72409b2f-9a46-4252-b387-fd6c14bd8529.jpeg,ROSES
Probably the only gift my ex ever gave me a wax warmer.,https://media.rtm.com/thegreatexchange/large/506d069a-4eae-497c-b42b-50fa7c602d6a.jpeg,https://media.rtm.com/thegreatexchange/large/506d069a-4eae-497c-b42b-50fa7c602d6a.jpeg,GIFT
Not much of a story but I was out of a toxic relationship and grabbed my clothes out of the closet. I was frantic and didn’t bother to look. Fast forward 2 months and im trying to forget every memory of her and it’s staring back at me and all I needed was a sweater to wear. We sll know how much we hate taking clothes to the donation center and/or forget. Thats where im at right now lol.,https://media.rtm.com/thegreatexchange/large/327b39f5-6879-449a-b3a7-6e3a93cb6902.jpeg,https://media.rtm.com/thegreatexchange/large/327b39f5-6879-449a-b3a7-6e3a93cb6902.jpeg,JEWELARY
This was from an old Ex of mine I like sparkly things so it’s hard for me to just toss but he was neglectful and a serial cheater so I probably should.,https://media.rtm.com/thegreatexchange/large/65e06938-aa64-46d2-9efd-747787dd7d13.jpeg,https://media.rtm.com/thegreatexchange/large/65e06938-aa64-46d2-9efd-747787dd7d13.jpeg,CHEATED
They gave me these set of earrings... Now unless earrings are sterling silver gold or platinum I cannot wear it due to an allergic reaction... I lived with them for a year and had mentioned this before so I don't know why they thought this was a good idea. I now don't know what to do with them. They're cute but my ears blow up every time I wanna wear them.,https://media.rtm.com/thegreatexchange/large/aee84544-e7a0-4a8b-a45d-5ab20ef81d92.jpeg,https://media.rtm.com/thegreatexchange/large/aee84544-e7a0-4a8b-a45d-5ab20ef81d92.jpeg,JEWELARY
A glass eye paperweight (that glows in the dark) from the Corning Museum of Glass. We met in medical school and I moved to upstate NY for my internship where he was doing his residency. The next year I was moving out of state to start ophthalmology residency. One day he had off but I had to work. He went to the Corning with his friends and brought me back the eye. A few years later he cheated.,https://media.rtm.com/thegreatexchange/large/e88cba5c-30fe-4b6e-b821-b226b0a92a9e.jpeg,https://media.rtm.com/thegreatexchange/large/e88cba5c-30fe-4b6e-b821-b226b0a92a9e.jpeg,CHEATED
My ex got me this hydro flask but he ended up cheating on me. Turns out he was the thirsty one in the end. I can't wait to drink out of literally any other water bottle.,https://media.rtm.com/thegreatexchange/large/af65aaf3-78ab-458e-a48f-2cf011579671.jpeg,https://media.rtm.com/thegreatexchange/large/af65aaf3-78ab-458e-a48f-2cf011579671.jpeg,CHEATED
